559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-12-22T08:51:31.956Z	55d329b10fc9f982beadc303	vasspilka	585b9413c02c1a39599bbb69	@rjorgenson There are the elixir forums, a great place for discussion
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-29T04:55:05.284Z	5586625615522ed4b3e23a26	Lemony-Andrew	56aaf0a96b6468374a0a3142	Alright sounds good
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-29T04:54:29.786Z	55947d9115522ed4b3e333ef	boomer1204	56aaf085586242210ae03945	i'm gonna post something on the facebook chat.  Time and what we are gonna do will be what we have to decide
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-29T04:53:51.443Z	5586625615522ed4b3e23a26	Lemony-Andrew	56aaf05feaf741c118d591d1	What time
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-29T04:53:28.221Z	55947d9115522ed4b3e333ef	boomer1204	56aaf048eaf741c118d591ce	@mpatino117 Yeah i'm down with that let's just set something up and do it and if people show they show if not atleast we will get something rolling. 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-28T23:21:12.633Z	5586625615522ed4b3e23a26	Lemony-Andrew	56aaa268eaf741c118d586f9	"If anyone wants a free quick chat, there's this web-app called discord which is really convenient for that:
https://discord.gg/0Z9MCOK4BOPIxchT
This is my server and room ^ "
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-28T23:17:38.941Z	5586625615522ed4b3e23a26	Lemony-Andrew	56aaa192aaae7a3a7593bedb	When should we do the hangouts
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-28T21:30:11.321Z	5652185716b6c7089cbbbab2	mpatino117	56aa8863aaae7a3a7593b9c4	Work
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-28T21:30:10.443Z	5652185716b6c7089cbbbab2	mpatino117	56aa8862dc33b33c75487e07	@boomer1204 Yeah, I have reached out to folks and they havent really followed through. We can do our own little meet up and just schedule hangouts. Maybe once we start it we can get other people on board and set up a meet up in person. I would love to attending the Coffe and Code meet up in them morning, but I really dont have time to be quite honest.
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-28T17:42:21.124Z	55947d9115522ed4b3e333ef	boomer1204	56aa52fdeaf741c118d575e3	"And @carl-parrish thanks for those sites.  You are spot on about doing those repetitive things.  When I first found them I was like ""blah"" I don't need those.  But man going back over and keeping my mind ""fresh"" has helped ALOT when i'm working on my mini projects :)"
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-28T16:55:54.882Z	55947d9115522ed4b3e333ef	boomer1204	56aa481a6b6468374a0a1309	@mpatino117 i'm down with the hangouts thing but it didn't seem like it was gaining much traction on the facebook group
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-28T16:54:29.049Z	55947d9115522ed4b3e333ef	boomer1204	56aa47c58fbaf4220af9e51b	"I tried a month with them and the info is good but it's just the regular stuff you get from any ""course"".  I really like Frontend Masters for a paid option"
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-28T16:53:49.617Z	55947d9115522ed4b3e333ef	boomer1204	56aa479d80ad69394a7b0470	ilovecoding.org is pretty good
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-28T04:25:55.071Z	55a40c8c5e0d51bd787b4329	carl-parrish	56a99853dc33b33c754851f7	http://www.fullstackradio.com/32
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-28T03:46:15.017Z	5652185716b6c7089cbbbab2	mpatino117	56a98f0780ad69394a7ae578	@carl-parrish Thank you!!!!!!
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-28T03:38:15.941Z	55a40c8c5e0d51bd787b4329	carl-parrish	56a98d2780ad69394a7ae551	https://www.topcoder.com/
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-28T03:37:57.551Z	55a40c8c5e0d51bd787b4329	carl-parrish	56a98d15aaae7a3a75938c6d	https://codefights.com/home
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-28T03:36:33.088Z	55a40c8c5e0d51bd787b4329	carl-parrish	56a98cc18fbaf4220af9c47c	https://www.codeeval.com/
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-28T03:36:16.939Z	55a40c8c5e0d51bd787b4329	carl-parrish	56a98cb0eaf741c118d55333	http://codekata.com/
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-28T03:35:47.578Z	55a40c8c5e0d51bd787b4329	carl-parrish	56a98c93dc33b33c754850a3	http://www.codewars.com/
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-28T03:35:26.126Z	55a40c8c5e0d51bd787b4329	carl-parrish	56a98c7eaaae7a3a75938c60	confidence comes from doing projects. 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-28T03:35:06.270Z	5652185716b6c7089cbbbab2	mpatino117	56a98c6a80ad69394a7ae545	So I still have doubts in my capabilites
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-28T03:34:58.019Z	5652185716b6c7089cbbbab2	mpatino117	56a98c62586242210adff941	So I believe because of this couse I was rushed through javascript 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-28T03:34:41.053Z	5652185716b6c7089cbbbab2	mpatino117	56a98c51c54bc2bf180c798a	Never have used neither of those. I have used Treehouse mainly and books and coursera through a full stack developer course I am taking with them. The course covers alot in a couple of weeks in my mind. HTML CSS Javascript now we are in angular.js and next week moving onto mongoDB. So I know the basics of javascripts, I guess my challenge is how to implement those skills !
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-28T03:31:44.187Z	55a40c8c5e0d51bd787b4329	carl-parrish	56a98ba0586242210adff92f	A lot of duplication but just in case there is something new there. 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-28T03:31:32.285Z	55a40c8c5e0d51bd787b4329	carl-parrish	56a98b94c54bc2bf180c7978	https://www.javascript.com/resources
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-28T03:30:53.797Z	55a40c8c5e0d51bd787b4329	carl-parrish	56a98b6d80ad69394a7ae523	@mpatino117 what about https://frontendmasters.com/
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-28T03:24:59.299Z	5652185716b6c7089cbbbab2	mpatino117	56a98a0baaae7a3a75938c1a	@carl-parrish I have never used  https://ilovecoding.org/ 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-28T03:21:24.679Z	55a40c8c5e0d51bd787b4329	carl-parrish	56a98934c54bc2bf180c793f	@mpatino117 - at a quick glance I didn’t see https://ilovecoding.org/ on your list of resources. I think its a good one though. 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-28T02:42:16.292Z	5652185716b6c7089cbbbab2	mpatino117	56a98008eaf741c118d551ff	It is a awesome tools lots of tutorial are recorded using google hangouts because you can screen share what one is doing
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-28T02:41:20.551Z	5652185716b6c7089cbbbab2	mpatino117	56a97fd06b6468374a09f20c	its live streaming web convo the site also records the conversation and meeting so it can be saved and uploaded to youtube or anywhere or just kept as a referrance
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-28T02:40:31.359Z	5652185716b6c7089cbbbab2	mpatino117	56a97f9faaae7a3a75938b19	https://hangouts.google.com/
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-28T02:39:00.814Z	5586625615522ed4b3e23a26	Lemony-Andrew	56a97f44dc33b33c75484f75	I'm not sure I get what you're saying
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-28T02:37:32.861Z	5652185716b6c7089cbbbab2	mpatino117	56a97eec8fbaf4220af9c345	Something we can set up through googlehangouts and just have it set?
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-28T02:31:46.797Z	5586625615522ed4b3e23a26	Lemony-Andrew	56a97d9280ad69394a7ae3b8	When would a meet up be? 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-28T01:39:32.793Z	5652185716b6c7089cbbbab2	mpatino117	56a97154dc33b33c75484e34	I was thinking of a google hangouts?
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-28T00:43:18.410Z	5652185716b6c7089cbbbab2	mpatino117	56a96426dc33b33c75484ce4	Are you guys open to having a meet up?
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-27T23:26:41.651Z	5652185716b6c7089cbbbab2	mpatino117	56a95231aaae7a3a759385fe	Best Resources to Learn JavaScript    http://conceptf1.blogspot.com/2013/11/best-resources-to-learn-javascript.html
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-27T23:26:35.404Z	5652185716b6c7089cbbbab2	mpatino117	56a9522beaf741c118d54d45	@carl-parrish Installed dash works great
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-27T21:19:23.549Z	5586625615522ed4b3e23a26	Lemony-Andrew	56a9345beaf741c118d546cc	interesting
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-27T20:15:14.517Z	55a40c8c5e0d51bd787b4329	carl-parrish	56a92552586242210adfe8fe	Then probably Coffee and Code in Mesa. (those are pretty much the three I generally go to) 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-27T20:14:47.254Z	55a40c8c5e0d51bd787b4329	carl-parrish	56a925376b6468374a09e2b0	@boomer1204 Every wednesday I go to a co-working location. Next week it will be Gangplank in Chandler. 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-27T15:43:32.079Z	55947d9115522ed4b3e333ef	boomer1204	56a8e5a4aaae7a3a75936cc1	"but I have Tue and Wed off so I would like to start meeting more people in the ""programming"" world"
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-27T15:43:06.949Z	55947d9115522ed4b3e333ef	boomer1204	56a8e58a6b6468374a09d367	@carl-parrish do  you go there every wednesday??  What time do you go there??  I have a root canal in a couple hours here.  
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-27T15:24:24.899Z	55a40c8c5e0d51bd787b4329	carl-parrish	56a8e128aaae7a3a75936bd7	II'm going to be at Co-hoots all day if anyone wants to pair 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-27T15:23:37.934Z	55a40c8c5e0d51bd787b4329	carl-parrish	56a8e0f9aaae7a3a75936bcb	Install Dash and you'll have docs even if you're off line 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-27T14:40:25.362Z	55947d9115522ed4b3e333ef	boomer1204	56a8d6d980ad69394a7ac281	"@mpatino117 thanks.  I strongly suggest you print out a couple of cheatsheets for the ""main"" languages your project at hand uses but this is an awesome site that has pretty much every language if you have an extra screen on your computer.  I always keep it up on my spare  http://overapi.com/"
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-27T07:26:31.110Z	5667b6c616b6c7089cbdffe5	codennn	56a87127dc33b33c75481bdf	Good night! 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-27T03:02:07.869Z	5667b6c616b6c7089cbdffe5	codennn	56a8332faaae7a3a7593527d	Thanks
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-27T00:11:46.012Z	5652185716b6c7089cbbbab2	mpatino117	56a80b4280ad69394a7aa654	Here is a javascript cheatsheet — http://www.cheat-sheets.org/saved-copy/jsquick.pdf
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T21:20:46.160Z	5667b6c616b6c7089cbdffe5	codennn	56a7e32ec54bc2bf180c32ad	Now to put it in a database the fills the html page automaticly will be my next step.
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T21:19:35.244Z	5667b6c616b6c7089cbdffe5	codennn	56a7e2e7586242210adfb264	"Ok, project was kinda a win. I went to the google maps api and went through the example. Then I broke it from 1 html file to a html,css and javascript file. 

Then I replaced the data in the Google Maps script with varibles and tied it to some parks in arizona. "
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T20:13:05.141Z	55947d9115522ed4b3e333ef	boomer1204	56a7d351dc33b33c75480708	yeah just keep working at it.  It took me a month to get to the front end projects (albeit I had prior js/jquery knowledge) then I tried to build a simple dice game and it took me 2 months to finish that game (I thought it was gonna be a weekend) but it's TOTALLY worth the struggle when you finish a project :)
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T20:11:34.200Z	5667b6c616b6c7089cbdffe5	codennn	56a7d2f6dc33b33c754806f2	Yeah, I am trying to not have that be me. It is just doing it…. It is hard and takes time, but all good things do.
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T20:06:54.357Z	55947d9115522ed4b3e333ef	boomer1204	56a7d1deeaf741c118d50936	I just hate seeing people quit cuz they think they didn't learn cuz they don't remember every little thing
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T20:00:25.498Z	5667b6c616b6c7089cbdffe5	codennn	56a7d059eaf741c118d508cb	True story! 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:57:46.011Z	55947d9115522ed4b3e333ef	boomer1204	56a7cfbadc33b33c7548063f	Also remember the goal isn't necessarily to remember exactly how to do everythign but to remember you can and where to look (atleast at our level of coding)
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:57:22.746Z	5667b6c616b6c7089cbdffe5	codennn	56a7cfa2c54bc2bf180c2e15	wait. I thought of jquery
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:57:10.031Z	55947d9115522ed4b3e333ef	boomer1204	56a7cf9680ad69394a7a9ade	good luck@!
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:56:55.975Z	55947d9115522ed4b3e333ef	boomer1204	56a7cf87eaf741c118d50896	you did the scripting already?
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:56:40.561Z	5667b6c616b6c7089cbdffe5	codennn	56a7cf78586242210adfadde	I completed all the challanges. I guess i will find out how much of it stuck
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:56:29.062Z	55947d9115522ed4b3e333ef	boomer1204	56a7cf6d8fbaf4220af9791c	"json/ajax are prolly the ""hardest"" part of that first challange"
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:55:49.545Z	55947d9115522ed4b3e333ef	boomer1204	56a7cf456b6468374a09a77f	do you understand json?
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:55:45.400Z	55947d9115522ed4b3e333ef	boomer1204	56a7cf4180ad69394a7a9ac9	good luck!
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:55:06.110Z	5667b6c616b6c7089cbdffe5	codennn	56a7cf1a586242210adfadc8	I am looking at yahoo API’s and making a single page wealther reporter…. That might be a start.
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:53:38.970Z	55947d9115522ed4b3e333ef	boomer1204	56a7cec26b6468374a09a765	"the scripting stuff doesn't ""directly"" show you how to do the challanges so there is still a lot of self teaching you have to do but that's how you learn"
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:53:12.288Z	55947d9115522ed4b3e333ef	boomer1204	56a7cea8586242210adfadb1	you don't HAVE to do all the stuff prior but if you look at the Front End challange and it doesn't make sense you prolly should go back and do the stuff before it
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:52:21.699Z	5667b6c616b6c7089cbdffe5	codennn	56a7ce75c54bc2bf180c2dd0	looks like i am quite a long ways away from the front end challenge they have
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:51:23.130Z	5667b6c616b6c7089cbdffe5	codennn	56a7ce3bc54bc2bf180c2dc6	yeah. I am looking at that now
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:51:08.677Z	55947d9115522ed4b3e333ef	boomer1204	56a7ce2cc54bc2bf180c2dc1	it's a pretty steep jump but it's how you learn
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:51:02.329Z	55947d9115522ed4b3e333ef	boomer1204	56a7ce2680ad69394a7a9a92	"and I guess they don't call em ""bonfires"" anymore but the part after you are comfortable with js syntax and a solid understanding of the basic js stuff you can do go to ""Basic Algorithm Scripting"""
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:49:39.576Z	55947d9115522ed4b3e333ef	boomer1204	56a7cdd3dc33b33c754805b8	well either start small and make a number guessing game and keep stepping up or start going through the FCC stuff
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:49:13.305Z	5667b6c616b6c7089cbdffe5	codennn	56a7cdb9c54bc2bf180c2da4	I am in basic javascript
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:48:51.009Z	55947d9115522ed4b3e333ef	boomer1204	56a7cda36b6468374a09a726	where are you at in your js knowledge?
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:48:50.177Z	55947d9115522ed4b3e333ef	boomer1204	56a7cda2c54bc2bf180c2da0	[![Screen Shot 2016-01-26 at 12.48.08 PM.png](https://files.gitter.im/FreeCodeCamp/Phoenix/GMNH/thumb/Screen-Shot-2016-01-26-at-12.48.08-PM.png)](https://files.gitter.im/FreeCodeCamp/Phoenix/GMNH/Screen-Shot-2016-01-26-at-12.48.08-PM.png)
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:47:53.033Z	55947d9115522ed4b3e333ef	boomer1204	56a7cd698fbaf4220af978b3	when you go to FCC click on map or learn and it should show you all the things you have left to learn
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:46:40.017Z	5667b6c616b6c7089cbdffe5	codennn	56a7cd20aaae7a3a759340ba	bonfires in FCC 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:46:09.391Z	55947d9115522ed4b3e333ef	boomer1204	56a7cd01c54bc2bf180c2d7b	can't find what?
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:46:04.305Z	5667b6c616b6c7089cbdffe5	codennn	56a7ccfc80ad69394a7a9a52	can not find them
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:46:00.393Z	5667b6c616b6c7089cbdffe5	codennn	56a7ccf8aaae7a3a759340b6	ha, that would be good. where on the bonfires? 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:45:37.742Z	55947d9115522ed4b3e333ef	boomer1204	56a7cce18fbaf4220af97892	create a blackjack simulator?
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:45:26.254Z	55947d9115522ed4b3e333ef	boomer1204	56a7ccd6eaf741c118d50808	you don't have to make the next facebook
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:45:20.943Z	55947d9115522ed4b3e333ef	boomer1204	56a7ccd08fbaf4220af9788b	"well come up with an ""easier"" idea"
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:45:01.391Z	5667b6c616b6c7089cbdffe5	codennn	56a7ccbdaaae7a3a759340a8	Yeah, I have like 6 or 7 ideas, but they all became to hard real quickly
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:43:34.401Z	55947d9115522ed4b3e333ef	boomer1204	56a7cc66586242210adfad38	especially if you are in that weird beginner trying to get to intermediate stage
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:43:23.146Z	55947d9115522ed4b3e333ef	boomer1204	56a7cc5beaf741c118d507e0	definitely build something
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:43:20.247Z	55947d9115522ed4b3e333ef	boomer1204	56a7cc586b6468374a09a6d6	"thought it was a ""simple"" game and boy it was an up hill battle but I learned more making that game than any course I have taken"
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:43:01.245Z	55947d9115522ed4b3e333ef	boomer1204	56a7cc45586242210adfad37	I will say this the most I learned from js was when I created a dice game I grew up playing
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:42:50.328Z	55947d9115522ed4b3e333ef	boomer1204	56a7cc3adc33b33c75480571	they are good if you need projects
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:42:41.482Z	55947d9115522ed4b3e333ef	boomer1204	56a7cc318fbaf4220af97867	after all the bonfires
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:42:29.110Z	5667b6c616b6c7089cbdffe5	codennn	56a7cc258fbaf4220af97863	where are the projects? I can not find them.
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:41:44.477Z	5667b6c616b6c7089cbdffe5	codennn	56a7cbf8c54bc2bf180c2d45	That kinda made my day that I am not alone with that problem.
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:41:39.203Z	55947d9115522ed4b3e333ef	boomer1204	56a7cbf380ad69394a7a9a10	have you done any of the front end projects on FCC?
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:41:17.781Z	55947d9115522ed4b3e333ef	boomer1204	56a7cbddc54bc2bf180c2d41	"I had a high ""score"" with them but couldn't put anything together :)"
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:41:08.462Z	55947d9115522ed4b3e333ef	boomer1204	56a7cbd46b6468374a09a6b6	^^ that was my problem with treehouse
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:40:42.966Z	5667b6c616b6c7089cbdffe5	codennn	56a7cbbaeaf741c118d507b8	The hardest thing for me is making projects. I am not able to build anything even though I have gone through so many classes. So I need projects
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:40:06.941Z	55947d9115522ed4b3e333ef	boomer1204	56a7cb96c54bc2bf180c2d2c	nice
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:39:35.994Z	5667b6c616b6c7089cbdffe5	codennn	56a7cb77dc33b33c75480549	teamtreehouse.com/nnn
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:39:33.364Z	55947d9115522ed4b3e333ef	boomer1204	56a7cb75c54bc2bf180c2d27	but I have heard good things recently
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:39:27.980Z	55947d9115522ed4b3e333ef	boomer1204	56a7cb6f80ad69394a7a99ef	That's cool.  Yeah I tried treehouse when they first started and the courses/tracks were kind of all over the place so I left
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:38:26.330Z	5667b6c616b6c7089cbdffe5	codennn	56a7cb328fbaf4220af9782e	It is a good site. The forms were a better help then ASU tuttoring center for mySQL
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:37:49.742Z	55947d9115522ed4b3e333ef	boomer1204	56a7cb0dc54bc2bf180c2cff	"how ""simple"""
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:37:38.548Z	55947d9115522ed4b3e333ef	boomer1204	56a7cb0280ad69394a7a99d3	I just did the treehouse trial this morning
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:37:13.254Z	5667b6c616b6c7089cbdffe5	codennn	56a7cae9aaae7a3a75934038	I was doing teamtreehouse for a while
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:36:59.358Z	5667b6c616b6c7089cbdffe5	codennn	56a7cadb6b6468374a09a669	FCC
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:36:53.487Z	5667b6c616b6c7089cbdffe5	codennn	56a7cad5aaae7a3a75934033	I am looking for simple ideas
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:36:49.226Z	55947d9115522ed4b3e333ef	boomer1204	56a7cad1c54bc2bf180c2ce8	you working through FCC or something on your own
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:36:38.509Z	5667b6c616b6c7089cbdffe5	codennn	56a7cac66b6468374a09a666	I am thing of a project
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:36:38.251Z	55947d9115522ed4b3e333ef	boomer1204	56a7cac6aaae7a3a7593402f	hell yeah
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:36:35.617Z	55947d9115522ed4b3e333ef	boomer1204	56a7cac3586242210adfacd4	hehe
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:36:26.713Z	5667b6c616b6c7089cbdffe5	codennn	56a7cabac54bc2bf180c2ce4	I am making this my accountability channel. I am always going to post that I am practicing. 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:36:19.709Z	55947d9115522ed4b3e333ef	boomer1204	56a7cab3c54bc2bf180c2ce1	working on anything fun?
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:29:26.434Z	5667b6c616b6c7089cbdffe5	codennn	56a7c9166b6468374a09a5db	@boomer1204  Afternoon! 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:16:32.680Z	55947d9115522ed4b3e333ef	boomer1204	56a7c6106b6468374a09a4f1	and hey @codennn 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:16:16.369Z	55947d9115522ed4b3e333ef	boomer1204	56a7c600aaae7a3a75933f0f	Bootstrap and Foundations are AMAZING
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-26T19:08:43.443Z	5667b6c616b6c7089cbdffe5	codennn	56a7c43bc54bc2bf180c2b10	Good Afternoon. Any one online ?
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-25T07:40:14.854Z	5586625615522ed4b3e23a26	Lemony-Andrew	56a5d15eeaf741c118d4afd9	I'm messing around with FireFoxes OS android app
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-25T07:39:58.394Z	5586625615522ed4b3e23a26	Lemony-Andrew	56a5d14edc33b33c7547abcd	that sounds fun :P
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-25T07:22:15.967Z	5652185716b6c7089cbbbab2	mpatino117	56a5cd276b6468374a094e73	its cool i might stop coding and play Star wars knights of the old republic 2
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-25T07:21:49.932Z	5652185716b6c7089cbbbab2	mpatino117	56a5cd0dc54bc2bf180bd3b1	Well from what I read in the past it was developed by twitter employees and they are the ones that are still managing it. That is why people refer to it as twitter boostrap
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-25T07:21:47.257Z	5586625615522ed4b3e23a26	Lemony-Andrew	56a5cd0b8fbaf4220af91fe5	right haha, I'm too tired to check for myself
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-25T07:20:55.113Z	5652185716b6c7089cbbbab2	mpatino117	56a5ccd78fbaf4220af91fdf	 front-end framework 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-25T07:19:57.709Z	5586625615522ed4b3e23a26	Lemony-Andrew	56a5cc9d80ad69394a7a4260	Framework or library? Are they managing the way you write your code or just offering some nice utilties
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-25T07:18:49.031Z	5652185716b6c7089cbbbab2	mpatino117	56a5cc59dc33b33c7547ab44	or whoever is managing it
