56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-12-20T17:53:30.262Z	55cde1430fc9f982bead6035	julianorafael	5859701ac5a4e0233bac1bbc	Tem alguém trabalhando ativamente nas traduções?
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-03-02T00:12:10.960Z	5660852116b6c7089cbd429f	PedroCSSilva	56d62fda44ba0664026a478f	Boa noite a todos!
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-03-02T00:11:28.498Z	55ba77990fc9f982beab938d	vtamara	56d62fb044ba0664026a4785	I ask because it is huge task to finish and after maintain a translation, and there are few volunteers.  
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-03-02T00:10:18.557Z	55ba77990fc9f982beab938d	vtamara	56d62f6a06ba9a282a28586a	Blessings /@all. Dear translators I introduce @PedroCSSilva who is from Portugal. I asked him and ask you to use as much universal portuguese as possible in the translation, i.e that can be understood in Brazil and in Portugal (we try that with spanish). 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-03-02T00:02:18.477Z	5660852116b6c7089cbd429f	PedroCSSilva	56d62d8a50b462292adf4497	Hello
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-29T13:11:22.283Z	5523e84e15522ed4b3de7a19	christophermoura	56d4437ab79fb81f187aefed	"@/all

Olá a todos!

O @kevao012 trouxe um questionamento sobre as palavras que não devem ser traduzidas e, como já conversamos aqui, não dá pra ficar pesquisando no histórico desse chat.

Conversei com a @Janainaf sobre isso na semana passa e sugeri a criação de uma Wiki no github. O que vocês acham? Posso criar um repositório e dar permissão de edição a todos os usuários dessa sala? Dessa forma, cada pessoa pode colocar sua sugestão de uso e todos os tradutores podem votar na sugestão usando o ""+1"", ou sugerir uma tradução alternativa nos comentários.

Vale lembrar, conforme já discutido, que o **Free Code Camp** é um curso que foca no ensino de programação e preparação para o mercado de trabalho e - portanto - devemos levar isso em consideração quando estivermos traduzindo o conteúdo.

Uma ótima referência são as traduções para **pt-BR** da [Mozilla Developer Network](https://developer.mozilla.org/pt-BR/). Vejam um exemplo da documentação traduzida:  [**Objetos Globais**](https://developer.mozilla.org/pt-BR/docs/Web/JavaScript/Reference/Global_Objects)

---

> Vale lembrar que a documentação da [MDN](https://developer.mozilla.org/pt-BR/ ""Mozilla Developer Network"") ainda não foi traduzida _completamente_, visto que esse é um esforço de voluntários (tal qual a tradução do Free Code Camp).



---



**Aguardo suas considerações sobre a criação da nossa Wiki.**"
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-29T12:55:59.430Z	5523e84e15522ed4b3de7a19	christophermoura	56d43fdf9a059be9245f2139	@kevao012 Sugiro deixar o artigo original (em inglês), quando a versão em português não é tão completa, ou rica em informações, quanto a original.
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-29T06:46:02.983Z	56b65102e610378809c03482	kevao012	56d3e92ab0c9329869549978	Links de wikipedia, que estão em inglês, devem ser substituídos pela versão em português ou deixam o original?
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-29T06:44:39.827Z	56b65102e610378809c03482	kevao012	56d3e8d79b88648d7a08d7f4	Por acaso vcs tem alguma wiki dizendo quais palavras não devem ser traduzidas para o português?
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-29T06:42:19.903Z	56b65102e610378809c03482	kevao012	56d3e84b649ae49a694b33b9	Boa noite galera.
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-26T11:33:31.041Z	5601f15a0fc9f982beb18351	henriquetsc	56d0380bb79fb81f187a2791	"> # Observação importante para todos os tradutores

> Informações sobre o EditorConfig

---

## Manter estilos de código consistentes entre diferentes Editores/IDEs
 


Indico que todos os tradutores instalem o plugin gratuito do [EditorConfig](http://editorconfig.org/) em seus respectivos editores de código, ou IDEs para garantir que seus commits sigam os ""_Coding Styles_"" do **FCC**, uma vez que cada pessoa pode usar estilos de código diferentes, por escolha própria, ou seguir o estilo de outro(s) projeto(s).

---

## Arquivo de configuração para Editores/IDEs do Free Code Camp
 


O arquivo de configuração do EditorConfig do Free Code Camp é bem simples (porém muito importante) e está localizado na raiz do projeto. Se tiverem curiosidade, o conteúdo do arquivo pode ser visualizado no link a seguir: https://github.com/FreeCodeCamp/FreeCodeCamp/blob/staging/.editorconfig

---

## Instalação
 


O EditorConfig é compatível com 28 editores/IDEs, sendo que 7 deles tem suporte nativo e os outros 21 precisam da instalação do plugin. No site do [EditorConfig](http://editorconfig.org/) tem os links para a instalação dos plugins dos respectivos editores e a instalação foi simples no meu caso, que uso o SublimeText (instalei via Package Control e reinicei o Sublime).


Abraços a todos e bom trabalho!"
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-26T11:33:17.274Z	5601f15a0fc9f982beb18351	henriquetsc	56d037fd4e6a6c1c18ecc513	"> Bom dia @contesini!

- [Instruções/Recomendações](https://github.com/vtamara/fcc_trad/blob/master/Recomendaciones.EN.md)
- [Issues](https://github.com/FreeCodeCamp/FreeCodeCamp/issues?utf8=%E2%9C%93&q=is%3Aissue+is%3Aopen+brazilian) (pegue alguma onde ninguém comentou algo como ""_Working on it_"", ou algo parecido, conforme indicado nas recomendações).

Abraço!
"
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-26T11:32:52.515Z	5601f15a0fc9f982beb18351	henriquetsc	56d037e49b88648d7a0829f8	"Instruções/Recomendações
Issues (pegue alguma onde ninguém comentou algo como ""Working on it"", ou algo parecido, conforme indicado nas recomendações).
Abraço!"
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-26T11:32:50.841Z	5601f15a0fc9f982beb18351	henriquetsc	56d037e29a059be9245e5acf	Olá @contesini 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-25T20:13:09.839Z	56ccc7cae610378809c317aa	contesini	56cf60559b88648d7a07f9da	Olá gostaria de ajudar de alguma maneira com a tradução
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-24T16:08:35.738Z	5601f15a0fc9f982beb18351	henriquetsc	56cdd583cefdb7b850f38ce5	Obrigado @christophermoura, Irei dar uma lida!
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-24T14:28:48.652Z	5523e84e15522ed4b3de7a19	christophermoura	56cdbe208bbe6265248f751e	"# Observação importante para todos os tradutores

> Informações sobre o EditorConfig

---

## Manter estilos de código consistentes entre diferentes Editores/IDEs
 


Indico que todos os tradutores instalem o plugin gratuito do [EditorConfig](http://editorconfig.org/) em seus respectivos editores de código, ou IDEs para garantir que seus commits sigam os ""_Coding Styles_"" do **FCC**, uma vez que cada pessoa pode usar estilos de código diferentes, por escolha própria, ou seguir o estilo de outro(s) projeto(s).

---

## Arquivo de configuração para Editores/IDEs do Free Code Camp
 


O arquivo de configuração do EditorConfig do Free Code Camp é bem simples (porém muito importante) e está localizado na raiz do projeto. Se tiverem curiosidade, o conteúdo do arquivo pode ser visualizado no link a seguir: https://github.com/FreeCodeCamp/FreeCodeCamp/blob/staging/.editorconfig

---

## Instalação
 


O EditorConfig é compatível com 28 editores/IDEs, sendo que 7 deles tem suporte nativo e os outros 21 precisam da instalação do plugin. No site do [EditorConfig](http://editorconfig.org/) tem os links para a instalação dos plugins dos respectivos editores e a instalação foi simples no meu caso, que uso o SublimeText (instalei via Package Control e reinicei o Sublime).


Abraços a todos e bom trabalho!"
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-24T14:06:25.935Z	5523e84e15522ed4b3de7a19	christophermoura	56cdb8e18bbe6265248f73c8	"Bom dia @henriquetsc!

- [Instruções/Recomendações](https://github.com/vtamara/fcc_trad/blob/master/Recomendaciones.EN.md)
- [Issues](https://github.com/FreeCodeCamp/FreeCodeCamp/issues?utf8=%E2%9C%93&q=is%3Aissue+is%3Aopen+brazilian) (pegue alguma onde ninguém comentou algo como ""_Working on it_"", ou algo parecido, conforme indicado nas recomendações).

Abraço!
"
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-23T02:58:46.948Z	5601f15a0fc9f982beb18351	henriquetsc	56cbcae6d12993d965573089	Oi pessoal, tudo bem? Depois de um tempo doente, finalmente consegui voltar para ajudar na tradução. O que posso ler para me posicionar e começar a pegar as tasks? :smile: 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-22T14:16:52.179Z	560d7554d33f749381a7f859	carolinaknoll	56cb18547a66b5965f6956e7	Muito obrigada pela ajuda. :)
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-22T14:16:27.520Z	560d7554d33f749381a7f859	carolinaknoll	56cb183bd12993d965570919	Ah, então é isso o que significa! Certo, temos certeza então agora que vai ser `PtBR` mesmo, isso é ótimo. Vai ser muito bom para as traduções futuras.
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-22T12:22:24.869Z	5616668ed33f749381a8b3ec	Janainaf	56cafd801aea4f306752d9ae	eh isso
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-22T12:22:22.938Z	5616668ed33f749381a8b3ec	Janainaf	56cafd7e1aea4f306752d9ac	"QuincyLarson
Feb 15 21:14
If anyone asks, Free Code Camp will support any language or dialect campers are willing to create translations for. However, we will not push these live until the contributors see those translations through (as @vtamara has)"
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-22T12:22:14.761Z	5616668ed33f749381a8b3ec	Janainaf	56cafd76631af87d5c44ec09	https://gitter.im/FreeCodeCamp/CoreTeam?at=56c258e237437b6756097cf5
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-22T12:10:49.969Z	5616668ed33f749381a8b3ec	Janainaf	56cafac9d12993d96557031e	ps: na real o quincy tinha dito isso pra todo mundo no dia 15 (vide abaixo) mas parece q eles perderam o memo
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-22T12:06:54.562Z	5616668ed33f749381a8b3ec	Janainaf	56caf9de568360a24892c3e0	vou falar la com os moderadores que comentaram nos issues, ok? 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-22T12:06:33.801Z	5616668ed33f749381a8b3ec	Janainaf	56caf9c9d12993d9655702ee	entao eh ptbr mesmo
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-22T12:06:29.980Z	5616668ed33f749381a8b3ec	Janainaf	56caf9c5e1786831677c7552	"o quincy disse o sequinte: QuincyLarson 04:22
Hi Janaina, I will check the translator room real quick and clarify. Yes - we will definitely support multiple locals.
We are almost done testing the code for this, and it should be live soon."
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-22T11:57:44.644Z	5616668ed33f749381a8b3ec	Janainaf	56caf7b8631af87d5c44eae7	Finalmente esta tudo resolvido
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-21T20:06:36.619Z	560d7554d33f749381a7f859	carolinaknoll	56ca18ccddb99257675405c7	Certo, muitíssimo obrigada! :)
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-21T20:06:07.045Z	5616668ed33f749381a8b3ec	Janainaf	56ca18af5c3b0559674db5ae	oi @carolinaknoll , vou verificar isso diretamente com o Quincy e ja dou um retorno :) Brigada ai :) 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-21T18:52:08.528Z	560d7554d33f749381a7f859	carolinaknoll	56ca07585c3b0559674db344	https://gitter.im/FreeCodeCamp/CoreTeam?at=56c258e237437b6756097cf5 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-21T18:43:56.641Z	560d7554d33f749381a7f859	carolinaknoll	56ca056cddb9925767540322	Pessoal, enviei minha PR e parece que, mesmo assim, vamos precisar mudar de `PtBR` para `Pt`, e que num futuro momento as traduções a outros países serão regularizadas, como é o nosso caso. Informações aqui: https://github.com/FreeCodeCamp/FreeCodeCamp/pull/7165 Alguém pode me confirmar isso com clareza? Muito obrigada. : ) @Janainaf
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-18T11:59:50.645Z	56409a2116b6c7089cba089a	lucaslmuller	56c5b23628357a987fbecb8d	obg @aledpardo 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-18T11:59:46.514Z	56409a2116b6c7089cba089a	lucaslmuller	56c5b232aa5f8e7a7f6750a0	Ahhhh, entendi kk
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-18T11:59:14.200Z	56b7c300e610378809c0540b	aledpardo	56c5b2121c98d5621ea7c2f5	@lucaslmuller normalmente QA é Quality Assurance
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-18T11:58:21.839Z	56409a2116b6c7089cba089a	lucaslmuller	56c5b1dd1c98d5621ea7c2ee	pessoal, o que significa a label QA la no github?
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-18T03:45:49.687Z	5616668ed33f749381a8b3ec	Janainaf	56c53e6d1c98d5621ea7b3fe	@lucaslmuller boa solucao essa a sua na questao do issue que o @MatheusGodinho fez. Obrigada por se ajudarem ai, haha :)  A questao do ptbr tambem ficou como ficou, porque quando terminarmos sera ate mais facil para que os portugueses usem nossa traducao e passem ela para portugues de Portugal. Mas enfim, o portugues brasileiro tem mais urgencia, dado que  somos mais expressivos em termos de numero na comunidade do FCC. Anyways, to divagando ja, bebada de sono, haha boa noite (?) a todos! :) 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-18T03:43:34.617Z	5523e84e15522ed4b3de7a19	christophermoura	56c53de655deeec468620c70	Nos vemos na segunda sim!
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-18T03:43:16.147Z	5523e84e15522ed4b3de7a19	christophermoura	56c53dd455deeec468620c6d	Obrigado! Sem problema...
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-18T03:41:55.310Z	5616668ed33f749381a8b3ec	Janainaf	56c53d8328357a987fbebc1f	Feito @christophermoura , qq coisa confere ai. Foi mal, to meio super ocupada ultimamente. A gente se ve na sgeunda? Obrigada pela ajuda! 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-18T00:45:19.214Z	5523e84e15522ed4b3de7a19	christophermoura	56c5141faa5f8e7a7f673cc2	"@Janainaf Já enviei o PR para a issue https://github.com/FreeCodeCamp/FreeCodeCamp/issues/6710

Entretanto, não consegui atualizar as tasks (acho que só você consegue). Eram 4 originalmente, mas foram atualizadas para 6 (que já listei no comentário da issue). Você pode atualizá-las?"
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-17T20:46:57.970Z	5662ede016b6c7089cbd8396	MatheusGodinho	56c4dc411c98d5621ea7a241	Mantém você mais próximo da pessoa, enquanto convida ela 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-17T20:46:42.884Z	5662ede016b6c7089cbd8396	MatheusGodinho	56c4dc3255deeec46861fb1a	Prefiro a primeira opção 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-17T19:36:17.092Z	5523e84e15522ed4b3de7a19	christophermoura	56c4cbb1afaa77c168105f68	"Olá pessoal!

Gostaria da opinião de vocês acerca da tradução da seguinte frase:

```
""Watch us Code Live on Twitch.tv""
```

As traduções são:

**Opção 1**

```
""Assista-nos a programar ao vivo no Twitch.tv""
```

ou

**Opção 2**

```
""Assista-nos, enquanto programamos ao vivo, no Twitch.tv""
```

---

A questão é que a tradução ```""Assista-nos programando ao vivo no Twitch.tv""``` tem um sentido ambíguo.

O que acham?"
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-17T17:52:15.992Z	56409a2116b6c7089cba089a	lucaslmuller	56c4b34faa5f8e7a7f672624	enquanto isso vou traduzindo mais
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-17T17:52:03.518Z	56409a2116b6c7089cba089a	lucaslmuller	56c4b343611729797fd27b25	vo esperar entao rs
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-17T17:51:55.489Z	56409a2116b6c7089cba089a	lucaslmuller	56c4b33b443730631ea95836	entao ta
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-17T17:51:50.227Z	56409a2116b6c7089cba089a	lucaslmuller	56c4b336afaa77c1681059f5	kk
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-17T17:51:43.711Z	5662ede016b6c7089cbd8396	MatheusGodinho	56c4b32f1c98d5621ea798d1	Duas semanas +/-
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-17T17:51:31.767Z	5662ede016b6c7089cbd8396	MatheusGodinho	56c4b32334be37957fd0e166	Demorou 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-17T17:50:47.332Z	56409a2116b6c7089cba089a	lucaslmuller	56c4b2f7aa5f8e7a7f672611	@MatheusGodinho deixa eu perguntar, demoraram pra aceitar seu PR? pq eu fiz o meu no dia 12 e até agr nada
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-17T17:47:13.059Z	56409a2116b6c7089cba089a	lucaslmuller	56c4b221afaa77c1681059bf	acho q isso resolve
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-17T17:47:00.343Z	56409a2116b6c7089cba089a	lucaslmuller	56c4b2141c98d5621ea798a3	ai no PR vc comenta o pq de estar mandando outro Pull naquele mesmo arquivo
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-17T17:46:33.648Z	5662ede016b6c7089cbd8396	MatheusGodinho	56c4b1f91c98d5621ea7989a	Uhun
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-17T17:46:29.253Z	56409a2116b6c7089cba089a	lucaslmuller	56c4b1f555deeec46861f185	faz outro só que agora com ptbr
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-17T17:46:07.040Z	56409a2116b6c7089cba089a	lucaslmuller	56c4b1df1c98d5621ea79897	ah, entendi
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-17T17:46:01.466Z	5662ede016b6c7089cbd8396	MatheusGodinho	56c4b1d928357a987fbea059	Aí segui ele 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-17T17:45:57.255Z	5662ede016b6c7089cbd8396	MatheusGodinho	56c4b1d5443730631ea957f4	E nele tava pt
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-17T17:45:47.358Z	5662ede016b6c7089cbd8396	MatheusGodinho	56c4b1cbafaa77c1681059ac	Porque na época tinha um JSON ja pra PT 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-17T17:45:22.512Z	56409a2116b6c7089cba089a	lucaslmuller	56c4b1b2443730631ea957ec	kkkk
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-17T17:45:20.384Z	56409a2116b6c7089cba089a	lucaslmuller	56c4b1b0afaa77c1681059a7	ai lasco
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-17T17:45:16.718Z	56409a2116b6c7089cba089a	lucaslmuller	56c4b1acafaa77c1681059a6	ahhh
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-17T17:45:05.599Z	5662ede016b6c7089cbd8396	MatheusGodinho	56c4b1a128357a987fbea04b	Ele foi aceito no pull request tem uma semana eu acho 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-17T17:44:05.738Z	56409a2116b6c7089cba089a	lucaslmuller	56c4b165443730631ea957e1	"se quiser pode usar o `--amend` para commitar suas alterações em cima do commit anterior mais ou menos assim
```
git commit --amend -m ""mensagem do commit. Closes #000""
```"
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-17T17:38:06.271Z	56409a2116b6c7089cba089a	lucaslmuller	56c4affe55deeec46861f110	No meu primeiro PR eu tive de corrigir algumas coisas, ai eu fechei o anterior e fiz um novo com as devidas alterações
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-17T16:34:10.202Z	5523e84e15522ed4b3de7a19	christophermoura	56c4a102aa5f8e7a7f6721b3	@MatheusGodinho Tem como mudar para PtBR e fazer outro PR? Se não tiver, me avise: assim que eu terminar o meu, posso pegar seu PR (após o Merge) e fazer as devidas alterações... :smile: 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-17T00:24:10.703Z	5662ede016b6c7089cbd8396	MatheusGodinho	56c3bdaac181d3ff5eb74bf2	Vixi o meu foi só com PT 😕
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-16T21:56:01.306Z	550d9b7415522ed4b3dd99a5	feliperdius	56c39af1c26982646215aa4e	Nossa, eu to muito alheio aqui, queria contribuir, mas tá dificil. :worried: 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-16T13:40:24.772Z	56409a2116b6c7089cba089a	lucaslmuller	56c326c84dfe1fa71ffd1ab9	haha, eu que agradeço a oportunidade de contribuir pelo menos um pouquinho rs, vamo q vam haha
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-16T13:37:30.314Z	5616668ed33f749381a8b3ec	Janainaf	56c3261a0295dc53403e94af	":) Ps: obrigadao @lucaslmuller,  pela ajuda! Vamos que vamos! 
"
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-16T13:36:11.511Z	5616668ed33f749381a8b3ec	Janainaf	56c325cb0295dc53403e949e	[![convo.tiff](https://files.gitter.im/FreeCodeCamp/BrazilianPortuguese/KwqJ/thumb/convo.tiff)](https://files.gitter.im/FreeCodeCamp/BrazilianPortuguese/KwqJ/convo.tiff)
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-16T13:33:45.515Z	56409a2116b6c7089cba089a	lucaslmuller	56c325390295dc53403e9474	td bem rs
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-16T13:33:39.084Z	56409a2116b6c7089cba089a	lucaslmuller	56c3253338f56aa31f3a4805	não precisa
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-16T13:33:38.517Z	5616668ed33f749381a8b3ec	Janainaf	56c3253238f56aa31f3a4804	foi mal, eu ando MUITOOO ocupada :( 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-16T13:33:31.587Z	56409a2116b6c7089cba089a	lucaslmuller	56c3252b4dfe1fa71ffd1a74	obg @Janainaf 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-16T13:33:29.373Z	5616668ed33f749381a8b3ec	Janainaf	56c32529d9c5a252408fc821	se quiser copio e colo aqui a conversa
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-16T13:33:24.452Z	56409a2116b6c7089cba089a	lucaslmuller	56c3252438f56aa31f3a4801	:wink: 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-16T13:33:19.615Z	56409a2116b6c7089cba089a	lucaslmuller	56c3251fbc5dee6c04259c4c	estou esperando o merge
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-16T13:33:17.871Z	5616668ed33f749381a8b3ec	Janainaf	56c3251dbc5dee6c04259c4b	:)
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-16T13:33:12.663Z	56409a2116b6c7089cba089a	lucaslmuller	56c32518186fc96e04baf141	ah, então ta bom
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-16T13:32:54.190Z	5616668ed33f749381a8b3ec	Janainaf	56c3250638f56aa31f3a47fa	@lucaslmuller 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-16T13:32:49.663Z	5616668ed33f749381a8b3ec	Janainaf	56c3250138f56aa31f3a47f7	pode usar ptbr
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-16T13:32:47.533Z	5616668ed33f749381a8b3ec	Janainaf	56c324ff37437b6756099731	Euja falei com eles
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-16T11:49:05.049Z	56409a2116b6c7089cba089a	lucaslmuller	56c30cb14dfe1fa71ffd1609	Pessoal, fiz meu pull request aqui https://github.com/FreeCodeCamp/FreeCodeCamp/pull/6930 e segui o padrão PtBR, mas disseram que não vão dar suporte à multiplos dialetos, querem que eu coloque apenas Pt, mas eu acho que o Português de Portugal tem diferenças significativas que dificultariam nosso entendimento, assim como o Português do Brasil é bem diferente para eles, o que devo fazer? Falar com o Quincy, ou simplesmente deixar Pt mesmo?
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-16T00:41:41.793Z	560d7554d33f749381a7f859	carolinaknoll	56c27045186fc96e04bad9fb	:)
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-16T00:19:25.088Z	56a103d4e610378809bd7c35	igorcomgnomos	56c26b0d0295dc53403e7cfa	valeu ;)
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-16T00:19:16.078Z	56a103d4e610378809bd7c35	igorcomgnomos	56c26b0438f56aa31f3a3010	massa, vou deixar salvo o link e em casa olho direito, vai ser muito util
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-16T00:16:29.547Z	560d7554d33f749381a7f859	carolinaknoll	56c26a5d0295dc53403e7cea	@igorcomgnomos este chat é sobre a tradução dos desafios do FCC para Pt-BR. https://github.com/FreeCodeCamp/FreeCodeCamp/issues?utf8=%E2%9C%93&q=is%3Aissue+is%3Aopen+brazilian https://github.com/vtamara/fcc_trad/blob/master/Recomendaciones.EN.md
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-16T00:12:32.216Z	56a103d4e610378809bd7c35	igorcomgnomos	56c2697038f56aa31f3a2fdb	Galera, entrei agora aqui, o que seria isso de tradução que vcs tão falando?
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-15T22:22:37.885Z	56b7c300e610378809c0540b	aledpardo	56c24fad186fc96e04bad5ae	legal @carolinaknoll 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-15T22:19:57.757Z	560d7554d33f749381a7f859	carolinaknoll	56c24f0dd9c5a252408fabd0	Olá, @aledpardo e @warkentien2 agradeço a ambos pela ajuda, já consegui resolver. 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-15T02:17:22.857Z	55a9923d8a7b72f55c3fb9e1	warkentien2	56c13532d9c5a252408f7768	"@aledpardo  @carolinaknoll  o propósito do placeholder, pra tags <input> é o texto de campo (para formulários).
`Nome: <input type=""text"" placeholder=""insira seu nome"">` vira `Nome: [insira seu nome     ]`

ou apareceu em outro contexto?
"
